bank_id,period,total_assets,total_loans,non_performing_loans,loan_loss_provisions,loan_loss_reserves,high_quality_liquid_assets,net_cash_outflows_30d,total_deposits,number_of_employees,total_equity,tier1_capital,tier2_capital,risk_weighted_assets,operating_expenses,operating_income,net_income,bank_type,stability,region,loan_growth_rate,asset_growth_rate,deposit_growth_rate,capital_adequacy_ratio,npl_ratio,liquidity_coverage_ratio,loan_to_deposit_ratio,return_on_assets,return_on_equity,provision_coverage_ratio,sector_loans_energy,sector_loans_real_estate,sector_loans_construction,sector_loans_services,sector_loans_agriculture,top1_borrower_loans,top10_borrower_loans,obs_exposure_total,external_credit_rating,nsfr,wholesale_funding_short_term,wholesale_funding_stable,loan_to_total_funding_ratio,wholesale_dependency_ratio,interest_income,interest_expense,net_interest_margin,derivatives_notional,unused_credit_lines,guarantees_issued,derivatives_to_assets_ratio,unused_lines_to_loans_ratio,guarantees_to_loans_ratio,obs_to_assets_ratio,top20_depositors,top20_depositors_ratio,top5_depositors,top5_depositors_ratio,sector_concentration_hhi,top20_borrower_loans,top20_borrower_concentration,geographic_concentration,liquidity_concentration_risk,credit_concentration_risk,obs_risk_indicator
VCB,2018-03-31,103042.10075916954,88472.26591098831,1841.012311872069,1187.7987348707816,1480.1021527669304,16483.982756575475,11372.14724710825,97574.73729650676,2032,10654.132828264066,8700.652893151924,1926.5163065447368,75518.90541481285,1401.4551586240343,2412.125400038749,1010.6702414147146,large,high,north,0.0,0.0,0.0,0.1407219707611409,0.0208089200939456,1.4495048646830595,0.9067128271341568,0.0098083233354962,0.0948618022419933,0.6451878280286705,20950.53564309335,32131.59376650276,15402.399844254693,329.74091397679115,19657.995743160725,6699.205213761964,28691.321421482637,40704.92330221578,A,1.1357062915582246,34131.363994256484,40578.2578179439,0.6403933974626815,0.433641348516498,1667.3040324061358,917.4637018020212,0.015,196591.44866282665,38125.98706802208,14765.446668829258,1.9078750065694126,0.4309371606507798,0.16689350630721644,0.3950319626863151,37099.83140290419,0.3802196391281741,14358.621080424195,0.1471551087736133,0.26766988748297044,54608.34350496432,0.617236858835577,0.966704190790095,0.36475453050376005,0.5123468395501773,0.48676351222543424
VCB,2018-06-30,108848.43213882296,91028.80424016496,1722.0711755833283,1046.5831682068413,1257.8150021329132,16373.74670993439,12324.13737466844,101760.72741380024,2372,10565.161929424028,8414.99932511449,2233.5495943046603,73905.59984121891,1500.588342951273,2474.369996107382,973.7816531561092,large,high,north,0.0288964943177649,0.05634911688402,0.0429003472955633,0.1440831133540195,0.0189178709965245,1.3285917068394328,0.8945376723773314,0.008946216624546,0.0921691176776119,0.6077467546324415,21555.932677258126,33060.08418319723,15847.47520383414,339.269270423856,20226.042905451613,6892.788759154976,29520.400027907668,52857.350339620876,A,1.1357062915582246,35287.52994918445,41952.8058789968,0.6334045385600949,0.4315076929110994,1810.1253742369606,940.7691768275957,0.015,187512.13138387713,61059.015253623824,16190.295179518878,1.722690237234912,0.67076587200387,0.17785903390319585,0.48560506845158546,35901.21536521263,0.35280030201851625,16456.40590151306,0.16171666928632167,0.2676698874829704,47522.9662883789,0.5220651494333282,0.9667619216288318,0.37128367265482143,0.48380687289725,0.5369053079854715
VCB,2018-09-30,114488.38681212244,93469.96330500636,2004.399595630227,1297.4059689157089,1609.9555698696065,15574.044808856608,12994.2867777488,104027.65883379053,2311,10761.941042582414,8558.026807352331,1989.684119198448,80103.21762382897,1661.0389930441115,2724.1252164360385,1063.086223391927,large,high,north,0.0268174352636862,0.0518147534372053,0.0222770756224255,0.1316764948954193,0.0214443177760707,1.1985301752401942,0.8985106879541274,0.0092855376251957,0.098782015176031,0.647279101305035,22134.007506378875,33946.67085059214,16272.463844205837,348.3676021204059,20768.453501709104,7077.63567548988,30312.061444614206,48688.001250670524,A,1.1357062915582246,36176.406126981456,43009.57720278407,0.6356890664195857,0.4322057156588572,1951.126289791646,1035.8605999625988,0.015,207402.23617204573,51555.76153574313,15675.010842745845,1.8115569792453852,0.5515757117343572,0.16770104842767466,0.42526585102966324,37394.987638775056,0.3594715872489511,19617.00542195496,0.1885749005781039,0.2676698874829704,48767.54249271076,0.5217456043453771,0.9536671426933543,0.39367082331120845,0.4810920535837692,0.5099254618308378
VCB,2018-12-31,112692.4139550742,91798.21833429276,2121.5322842386768,1349.2472839111224,1808.8141855839056,15876.049339730178,11714.837848271858,102274.82885506154,2189,10626.27793180374,8584.247336192135,2304.573701305658,75638.5256372452,1613.1739129715838,2718.8906155217446,1105.7167025501608,large,high,north,-0.0178853709962255,-0.0156869435150261,-0.0168496532401016,0.1439586632045089,0.0231108220043323,1.3552086290355416,0.8975641353982055,0.0098118113166957,0.1040549390526314,0.6359777288966908,21738.132570494054,33339.52204834255,15981.424791329551,342.1369183134171,20397.002005813185,6951.049535657624,29769.918980016904,53272.829692496656,A,1.1357062915582246,35542.77355618018,42256.26110840978,0.6351451328395419,0.4320395705626638,1922.0003447429658,1033.8384988081914,0.015,237317.65246014867,59479.484209046546,14584.00620620743,2.1058884456477913,0.6479372398323224,0.15887025337570557,0.472727735814891,37237.69342339594,0.36409440954594235,18486.46586560861,0.1807528408755066,0.2676698874829703,51485.41037010199,0.5608541353451165,1.0,0.3719683406318448,0.5020911843450202,0.592635353139151
VCB,2019-03-31,116371.536031974,92594.74095229532,1532.510956688213,1189.160607667579,1121.5637672261785,15729.435881871152,13208.93798868841,106708.24955579158,2261,10533.163900390591,8836.80791264626,2221.336731119147,79005.81089782677,1859.418654115129,3029.6499350145577,1170.2312808994286,large,high,north,0.0086768853737655,0.0326474688736948,0.0433481116552427,0.1399662191691976,0.0165507343173815,1.190817603606073,0.8677374180323599,0.0100559923912828,0.1110996934981742,0.7759556970720647,21926.75185504795,33628.80525957215,16120.093782353377,345.105601135756,20573.98445418609,7011.362995705892,30028.2291545928,46781.19432773421,A,1.1357062915582246,36292.052479828046,43147.0673869532,0.617894265224323,0.4267539214397741,2047.8049372561047,1150.8815265801004,0.015,236240.41918746594,45928.369350712615,15006.23586625576,2.030053286591981,0.4960148803091835,0.16206358711006008,0.4019985979636868,37408.702079413444,0.3505699159637568,19127.526865630447,0.17925068535239883,0.2676698874829704,53914.402525869526,0.5822620374697753,1.0,0.38963150227652404,0.5085135549824178,0.5273465383211206
VCB,2019-06-30,128163.0733737827,101260.7452694569,1665.9094540588492,1265.6056398189896,1402.2386477219734,19753.354654899707,14341.16553247464,115054.65010913042,2594,10371.319334181271,8140.226451241624,2001.7406831482008,91774.04370534694,1839.038472813096,3186.271731418742,1347.233258605646,large,high,north,0.0935906751078476,0.1013266451907006,0.0782170130995822,0.1105101913886674,0.0164516807537395,1.3773883726653535,0.8801099753326799,0.0105118676007128,0.1298998917298306,0.7597085404224385,23978.89136408413,36776.14784688584,17628.78424224564,377.4042673295509,22499.51754891173,7667.561191900186,32838.59139346429,61338.080215057256,A,1.1357062915582246,39484.684944543216,46942.73940559712,0.6250764013715854,0.428958380451912,2153.6635665217063,1210.8695633077962,0.015,231994.7036771773,67708.70296487337,19854.991935952134,1.810152468804908,0.6686569685488601,0.19607787680327257,0.4785940177649072,40779.611404990676,0.354436881658506,19645.849930653643,0.17075233301756484,0.2676698874829704,62661.38398949648,0.6188121944269052,0.9974630875749814,0.36385401089917296,0.518971219584553,0.5501485704753001
VCB,2019-09-30,137291.2435369448,108647.76595478304,1753.191328669952,1183.2414830432556,1474.237869356027,19829.067584144905,14763.34042741393,122922.48383050517,2596,10483.730820276924,8058.12379768353,1900.2513525554552,97414.82732542668,2171.396075542233,3712.057628570026,1540.6615530277927,large,high,north,0.072950487038873,0.0712230904180968,0.0683834483344394,0.102226482596656,0.0161364691971631,1.3431287913218113,0.8838721979015232,0.0112218486287743,0.146957374186673,0.6749072184499764,25728.1631677463,39458.98574372977,18914.81263862067,404.9360924417907,24140.86831224451,8226.913515249667,35234.18262928806,56299.64174011334,A,1.1357062915582246,42299.78088574989,50289.56401254088,0.6272529382784786,0.4296253502391597,2483.6110030941377,1410.855754114273,0.015,267921.137917209,56144.87425200862,18538.93464781072,1.9514801600956582,0.516760503620249,0.17063337184057925,0.4100745268940857,42390.53516713125,0.34485582983811597,20705.882119210906,0.16844666227019742,0.2676698874829704,66004.8338425016,0.6075121127660503,1.0,0.36536061830872263,0.5160885775713002,0.5212822971247596
VCB,2019-12-31,136041.33694178527,106364.80575169597,2377.974310606914,1928.31259946927,1833.1341587036693,19127.01769446593,15582.32107204391,124947.73964644637,2508,10306.337669999955,8355.062468883394,2214.4034649428745,98120.7727325768,2119.907064001616,3427.7942794870933,1307.8872154854776,large,high,north,-0.0210124909888823,-0.0091040518168457,0.0164758777469367,0.1077189430889707,0.0223567776371273,1.2274819396952052,0.8512743492012508,0.0096138956355974,0.1269012579795945,0.810905563978578,25187.55037102354,38629.85416135921,18517.365308495257,396.4273764482844,23633.60853436968,8054.045569144169,34493.82468428951,52231.05943020101,A,1.1357062915582246,41983.89651014662,49914.01389869114,0.6082794184277681,0.4237941152400736,2487.318350485002,1301.415530893498,0.015,298435.4088911251,42891.74570903034,19829.270163911977,2.19371123218843,0.40325129544408955,0.18642698610480754,0.3839352111965181,43508.5507552433,0.3482139883310864,22617.44718578747,0.1810152568568753,0.2676698874829704,61342.47540686713,0.5767177871792337,1.0,0.3823015389501759,0.5068502798952552,0.5249874484509504
VCB,2020-03-31,123166.69846214604,98423.12116227987,1571.5467503294628,1108.351220581112,1308.2860058806884,17070.406939022978,13586.630275876994,115090.81926152144,2396,10194.1779866809,8164.107182572913,2005.158519990469,83820.79447761063,1975.599012474028,3351.9260912924096,1376.3270788183816,large,high,north,-0.0746645897888028,-0.094637694461563,-0.0788883449417827,0.1213215141414544,0.0159672517165788,1.2564121192972637,0.8551778655657366,0.0111745065509032,0.1350110897236253,0.7052613740881425,23306.93225478625,35745.57194680004,17134.77382376705,366.82828900472185,21869.01484792181,7452.693560583693,31918.357413990143,59828.6468780069,A,1.1357062915582246,38783.57037187845,46109.19498896331,0.6105652137805806,0.4244986683339439,2370.0733671305247,1272.7763032998632,0.015,220056.76376052288,66102.40445388923,19718.258078795167,1.7866579725537983,0.6716145929257791,0.2003417270854857,0.48575343518195047,40055.12768942479,0.34803060701485955,16019.391486262506,0.1391891341902916,0.2676698874829704,54562.857355334956,0.5543703218410623,1.0,0.3781000254115374,0.5001460402938038,0.5478360501548951
VCB,2020-06-30,129215.07162274684,99871.19557404616,1826.9494080434472,1145.6385557205929,1357.758069918577,19392.64584876392,13586.402566064844,118536.64163683217,2578,10386.55520756828,8130.4628793680995,1884.9050699677512,91441.56556429854,1928.0474016062435,3087.365725680598,1159.3183240743554,large,high,north,0.0147127463005232,0.0491072119015976,0.0299400282092072,0.1095275205266842,0.0182930563466511,1.4273569294348378,0.8425343775136429,0.0089720054287403,0.1116172109911479,0.6270773293867523,23649.84123609441,36271.48747822041,17386.873403952977,372.2253405567033,22190.76811522166,7562.343150196104,32387.964108951604,51052.14776911247,A,1.1357062915582246,39572.07650525078,47046.63789855217,0.6031478290216143,0.422210348662047,2206.123738136325,1171.8242471522892,0.015,244195.68393115033,42683.55109480227,21875.735031442262,1.8898390169538277,0.4273860030358401,0.21903948286293648,0.3950943734966388,39256.49683806335,0.33117605067921396,17582.395800867416,0.14832878305035552,0.2676698874829704,64738.675583628275,0.6482216940682356,1.0,0.345029985455074,0.5283014519619559,0.48269840775272055
